리뷰내용,추천수
"저는 엄마와 함께 종달리를 가고 싶어요.엄마는 제주도가 고향인 분이신데, 열아홉에 돈을 벌기 위해 제주를 떠나 부산으로 올라올 때까지 종달리에 사셨다고 합니다. 저도 네 살이 되던 즘에는 살아계시던 외할머니를 뵈러 종달리를 가 봤다고는 하는데, 너무 옛날이어서 그런지 제게 기억이 남아있진 않아요. 가끔 엄마가 이모들과 전화 하실 때 통화 내용이 귀에 들어오는데 옛날이야기를 그렇게 많이 하시더라구요. 지미봉에 올라갔던 얘기부터 종달 초등학교에서 지내던 친구들 소식, 물질하며 딴 전복을 세화오일장에 가서 팔았던 얘기, 외할머니, 외할아버지가 사시던 작은 돌담집까지... 그때는 가난했고, 밥 사 먹을 돈도 없어 배가 고파 쥐를 잡아먹었다는 얘기도 하셨어요ㅋㅋㅋ 정말 옛날이니까요. 같은 추억을 가진 엄마와 이모들이 낯설지만 익숙한 제주 사투리로 나누는 옛날얘기에 빠지면 저도 모르게 그 대화의 방청객이 되어있더라구요. 저는 아직 이십대지만 늦둥이로 태어났기에, 곧 일흔을 바라보는 엄마에게... 부족했지만 넘치고 힘들었지만 행복했던 유년 시절의 종달리를 늦기 전에 다시 회상할 수 있는 기회를 선물하고 싶어요. 예전과는 많이 달라졌겠지만, 마음으로 간직하고 있는, 사랑하는 종달의 풍경을 함께하고 싶습니다.",4
우도 ♡ 예쁜 에메랄드 바닷가를 산책하며 힐링하고 싶어요. 제가 찍은 우도 사진인데 바다색 정말 예쁘지 않나요??,3
정방폭포~ 시원한 물줄기를 보면서 올 한해 힘들었던 일 안좋았던 일 다 깨끗히 흘려보내고 좋은 기운만 받고 싶어요~ ,3
협재해수욕장 ~ 금능해수욕장까지?? 아름다운 에메랄드빛 바닷가와 멀리 보이는 비양도 너무 아름다워요. 다시 한번 가서 사색에 잠겨보고 싶어요.,3
"제주여행하면  요즘 가장 핫한 곳은 제주동화마을이죠?? 진심 힐링명소네요 ♡ 너무 아름답게 조성된 제주속에 제주랄까요 ~ 제주의 산도 나무도 물도 꽃, 거기에 빼놓을 수없는 제주 현무암들이 기상천외한  돌박물관이였어요  이렇게 멋지고 공기좋은 공원을 산책하고 자세히 들여다보다보면 감탄사를 연발하게 됩니다 ~ㅎ사진스팟도 많아서 셀수 없이 사진을 찍고 흐믓!여행에 또 먹거리가 중요한데 여긴 핫플이 많아서 어딜가야할지 고민되요?? 스타벅스리저브,  파리바게트, 미스터밀크,  코리코, 어디가 좋을까 행복한 고민~??배고픈데 제이팜정육식당에서 흑돼지를 ? 아님 서연국수에서 고기국수를?  아님 산들네식당에 가서 갈치조림?  아! ?? 행복한 고민이 들더랍니다  ~아차차????제스코관광마트에서 지인들 선물사가는것두 쏠쏠히 재미있구 예쁘고 귀여운 소품이랑 제주 지역 특산품 구경하고 원스톱쇼핑할 수있어서 너무 좋았어요 ??강추합니다 ?? 도토리숲도 지브리세계관 포토존과 다양하고 갖고싶은 예쁜 굿즈가 많으니 꼭 들려보시길 바래요~ 게다가 주차장이 아주 넓고 주차비 무료! 아싸!??        제주동화마을 입장료도 무료잖아요~ 이런 감사한일이~ㅋㅋ ????여러분도 제주도여행하신다면 제주동화마을은 필수 코스로 다녀오시길 강추! 강추합니다~ 안가면 후회?? 때마다 계절마다 다르게 예쁘다는 비밀??이 있어요#제주여행코스  #제주핫플  #제주꼭가봐야할곳 #제주힐링명소",3
하늘은 꾸물해도 오히려 멀리 한라산이 선명하네요.추운날씨에 우리 머무는 방이 따뜻해서 반팔 입고 방에서 놀았어요.여기 우풍 1도 없는듯....잘 쉬다 왔습니다..,3
위호텔 내 숲 산책로 이미지 입니다.,3
로스팅이 커피 맛있는 집친절한 사장님의 미소에 행복해지는 카페건강한 재료를 아낌없이 듬뿍 넣어주는 가게수제청에이드 과일 스무디도 레알 맛있는집커피스트릿16  맛집인정  후회없는 가게인것 같아요,3
#우도봉#봉끄랑#수제버거,3
전국 3대 이색김밥 중 하나 #엉클통김밥 #제주여행 #금강산도식후경 #제주여행도식후경 #맛있는김밥 #전국3대김밥,3
#드라이토마토 가 들어간,3
서귀포향토오일장(4일.9일) 입니다^^제주 민속 오일장과 별다른 차이가 없지만.이색 볼거리.먹거리는 있더라구요 ^^#제주도 #서귀포향토오일장 #동홍동 #재래시장 #시장 #오일장 #정 #순대국 #호떡 #과일 #채소 #향토오일장,3
#테왁이 걸려있는 #잠녀해녀촌 #물회 #보말죽 이 #대표메뉴 감기몸살 앓다가 여기 물회먹고 나았아요 ㅎㅎㅎ #음식도 맛있지만 뷰가 끝내줌,3
이곳 다녀와서 너무너무 좋았어요..교통도 좋고.  사장님도 친절하고. 시설도 깨끗하구요..특히 사장님께서 직접 오랜시간동안 공사를 했다고 설명해주는 정원은 의미가 있어보이더라구요..저숙박하는 날.. 사장님께서 제주산 흙돼지 바베큐파티도 함께 했는데 행복했습니다.다음에 제주도를 간다면 다시 이곳에서 하룻밤을 보내고 싶어요.다음날 일정에 맞춰서 움직이는데 있어서... 적절한 숙박위치라고 생각들었거든요... 적극 추천해요~,3
제주도의 #흔한샌드위치 #넘나고급짐,3
제주시에 위치한 아날로그 감귤밭입니다.제주도에 이사온 후 정말 제주도스러운 장소를가고싶었는데 이곳이 딱 그런곳이예요!감귤따기 체험과 따뜻한 차 한잔 마실수 있는 카페도함께 운영하고있답니다.,3
"2박3일동안 조용하고 편하게 쉬다 왔어요. 체크인하는데 사장님께서 굉장히 친절하게 맞이해주셔서 감사했습니다. 신경도 많이 써주셨구요 ㅎㅎ 방 내부도 깔끔하고 침대와 침구류를 많이 신경쓴게 느껴질 정도로 정말 좋더라구요. 위치도 동쪽 중심에 있어서 백약이오름, 용눈이오름, 월정리, 성산, 조천, 송당에 관광하러 가기에 정말 딱 좋은 위치였어요. 바베큐도 이용하고 싶었지만 겨울이라 추워서 이용 못한게 많이 아쉬웠습니다. 바베큐하러 날 따뜻할 때 또 찾아올게요 ㅎㅎ",3
멋졌던곳,3
#사려니숲. #붉은오름 4/26방문자입니다~친구와 제주공항가는길에 마지막코스로 들렀던 사려니숲~공항가던 길이라 택시이용하고 캐리어가 있던지라 잠시 안내센터에 맡기고자했더니  아주 냉대를 하시며 버럭버럭 소리를 지르시더라구요. 사정얘기를 몇번이나 얘기했더니 입구에 푸드트럭에서 음식 사먹고 맡겨보라고 하더라구요. 안내센터에 보관할만한 장소가 없는것도 아니고 분실되어도 책임 안묻겠다고 잠시 놓고 다녀오겠다는데도 막무가내로 장사꾼내쫓듯 하더군요. 결국엔 입구에 서계신 국경없는의사회에서 나오신설문조사원께 맡기고 다녀왔습니다. 그 아름다운숲길에서 누가 남의 캐리어를 가져간다고 책임을 회피하고자 그러는건지..제주 마지막여행지로 들렀던 곳이 제주의 3일의 인상을 망쳐놓았네요. 푸드트럭에서 맡아줄짐을 사러니숲 안내센터에서는 왜 못맡아주는걸까요?,3
#제주 #노리매 테마공원 #뛰어올라 #널 #한입만 #맛이라도 보면 참 좋겠는데 #안되겠지,3
#위미리 #동백나무군락지 #동백꽃,3
우도 주민분들의 친절한 서비스는 정말로 감동적이었습니다. 방문객들을 따뜻하게 반기고 웃는 얼굴로 인사해 주신 우도 주민분들께 진심으로 감사의 말씀을 전하고 싶습니다. 우도 주민분들의 친절한 모습 덕분에 축제를 더욱 편안하게 즐길 수 있었습니다.,3
눈 쌓인 한라산은 하얀 사막과도 같아요 정말 너무너무 멋지답니다. 그리고 오히려 저는 눈이 쌓였을때 등산하는것이 덜힘들더라구요. 산행을 좋아한다면 꼭 겨울 한라산 등산을 해보시길 권해드립니다.,3
물이 고여있는 금오름은 제주여행에서 빼놓을수없는 명소가 되었죠! 맑은날 조금 부지런하게 오르면 주변에 사람이 많이 없으니 편하게 사진을 찍을수있답니다~,3
제주 반려동물 문화축제는 반려동물과 함께 안전하고 편안하게 놀 수 있는 다양한 놀이 시설과 놀이터를 마련해 주었습니다. 이곳에서 반려동물들은 마음껏 활동하며 즐거운 시간을 보낼 수 있었습니다. 그 덕분에 반려동물들과 함께하는 특별한 순간을 만끽하면서 정말로 행복했습니다.,3
매년 4월경 청보리가 출렁이는 풍경을 볼수 있는 가파도 청보리축제친구들과 함께 방문한 가파도에서 아름다운 풍경을 보면서 천천히 걷는데 몸과 마음이 힐링되는 기분이였어요~~제주 본섬외 기타섬들에서 즐길수 있는 청보리축제에 맛있는 짬뽕까지 ~ 가파도청보리축제가 쭉 이어졌음 좋겠네요,3
우도의 서빈백사는 산호로 이루어진 하얀 모래사장이 바다빛을 더 아름답게 만들어주는 해변이에요. 우도에 간다면 꼭 가보세요~,3
봄에 유채꽃이 아름답게 펼쳐지는 산방산. 정말 제주스럽고 아름다운 풍경입니다. 꽃이 워낙많아서 검은옷에는 노란 꽃가루가 묻으니 조심하세요~,3
물색이 정말 아름다운 돈내코는 제주에서 정말 아름다운 계곡을 대표한다고 생각해요 비취빛의 돈내코는 여름에 항시 사람들이 너무 많으니 꼭 아침 일찍가시는걸 추천드려요!,3
성산일출봉을 담고싶다면 저는 광치기 해변이 가장 좋다고 생각해요 특히 추울때의 광치기 해변은 더 초록초록해서 멋지게 변한답니다. 꼭 일출때가 아니더라도 너무나 멋진 해변이니 꼭 들러보세요!,3
비행기와 함께 사진을 찍을 수 있는 제주공항이에요 여행지의 설레이는 느낌이 사진에서 잘 느껴지지 않나요?,3
말등대가 아주 유명한 해변 이호테우해변입니다. 공항에서 가까워 접근성이 아주 좋아요 말등대와 기념사진을 꼭 남겨보세요~,3
제주하면 귤이죠~ 귤나무와 함께 사진을 찍을수있는 카페 또는 감귤따기 체험을 하면 귤나무와 사진을 남겨볼수있어요!,3
아버지와 함께 방문하였던 사려니 숲길입니다. 주차를 하고 곧바로 숲길이라 접근이 좋고 아버지께서 숲이 울창하고 좋다며 참 좋아하셨던 곳입니다. 부모님과 제주에 방문하신다면 꼭 방문해보시길 추천드립니다,3
제주도 돌고래명소인 영락리 방파제에서 본 돌고래입니다. 돌고래가 보고 싶다면 꼭 가보시길 추천드려요~,3
키보다 높이 자란 멋진 팜파스와 함께 사진을 찍으려면 유료 식물원에 가야만하는줄 알았는데 서귀포 국세공무원교육원에 가면 있다는 말을 듣고 얼마나 반가웠는지 몰라요~ 하늘이 맑지 않아서 너무 아쉽기때문에 나중에 꼭 또 가려고 합니다~,3
렌트카 반납까지 시간이 애매하게 남았다면 공항 주변에서 비행기와 사진을 찍어보는건 어떠신가요? 분위기있는 사진이 나온답니다~,3
제주의 가을 겨울에는 동백과 억새가 상징이죠! 새별오름에 오르면 넓게 펼쳐진 억새숲을 볼수있어요~ ,3
아침일찍 방문하여 사람이 많이 없어서 너무 좋았던 돈내코에요 여름에 돈내코에는 사람이 너무나 많으니 아주 일찍 가시는걸 추천드려요~,3
바다와 비행기가 함께 담긴 사진은 제주도를 나타내기에 아주 좋은 사진이라고 생각해요 용마마을 버스정류장 주변에는 언제나 비행기와 사진을 찍으려는 분들이 많답니다.,3
"간조시간에 잠시 나타나는 김녕의 바다길이에요 동화속으로 들어가는것만 같은 멋지고 신비로운 풍경을 선물해준답니다. 지도상에 봉지동복지회관을 치고 가면 바로 앞이고, 꼭 김녕항 물때 시간표를 확인하고 간조시간대에 가야하는걸 유의해주세요~",3
눈이 내린 1100고지는 설국이에요~ 많은 도민분들이 썰매를 들고 와서 눈썰매를 탄답니다. 겨울왕국과 같은 눈세상에서의사진을 담고 싶다면 눈내린 1100고지를 방문해보세요!,3
멋진 해안 절벽이 아름다운 박수기정이에요 약간의 돌길을 지나면 정말 멋진 풍광을 만나볼수있으니 중문쪽에 간다면 꼭 가보는걸 추천드려요!!,3
성산일출봉의 뒤쪽 해녀분들이 해산물을 팔고 보트투어를 하는쪽으로 내려가면 광치기해변에서의 모습과 또다른 멋진 성산일출봉의 절벽을 볼수있어요~,3
겨울 제주하면 동백이 필수아닐까요!? 캐슬렉스제주CC 입구쪽이 동백이 아름답다고 소문이 자자해서 친구커플과 방문하여 사진을 담아보았는데 친구가 너무 좋아하여 너무 보람차더군요 (:   돌담과 동백. 제주를 나타내는 요소 두가지가 함께 담겨 더 좋은것 같습니다!겨울에 제주에 방문한다면 꼭 동백나무와 함께 사진을 담아보세요~ ,3
8월 초 연화못 너무 이뻐요~~애월쪽 지나갈 시 추천드려요~옆에는 더럭분교도 있어서 같이 보기 좋아요,3
"제주도 도착하자마자 찾아간 만복이네김밥집! 비주얼 최고, 사이드 메뉴로 사온 오징어무침이랑 같이 먹으면 정말 세상 맛있다 ??",3
웰빙재료인 검정보리로 만들어져 맛과 건강을 함께할수 있는 곳제주도에서 직접 검정보리를 재배하고 제주해녀에게 보말을 직접 구매하여 제주도의 재료로 만든 수제비와 비빔밥 전국 맛집 방송에도 출연하여 어머니의 손맛을 느낄수 있는 보리밥과 수제비,3
마음이 힐링되는 새별오름의 억새풀밭,3
,3
#제주도#성산일출봉#내려가는길#셀프웨딩,3
역시 시원하고 고요한 제주도의 멋스런 용암동굴 탐험도 놓칠 순 없어요~!,3
"한 여름 밤, 호텔에 있는 수영장 !! 노래 빵빵 크게 틀어주시고 분위기 최고 ??",3
유명하다는 은희네 해장국 !! 다른 곳에서 먹어본 해장국과는 고기의 양부터가 달랐다.. 함께나온 날계란을 깨서 넣으면 캬..,3
망고레이 ???? 처음으로 맛본 망고스무디 .. 너무 맛있었다 우리 지역에도 체인점이 생기면 좋겠다ㅠㅠ,3
제주도에서 유명하다는 올래국수!! 일반 라면과는 차원이 다른 맛 ?? 깔끔담백 진한 육수.. 또먹고싶은 고기국수ㅠㅠ,3
여름 12코스를 힘들게 걷던 기억을 되새기며 다시 찾은 지질트레킹코스. 좋은 날씨에 바다로 떨어지는 일몰은 덤.,3
